Row,jfinal1,jfinal2,jfinal3,jfinal4,jfinal5,jfinal6
i1,0.436603278050679,-0.0782830569159224,-0.398826424380087,0.0096899756037389,0.335723403112979,-0.342947752024963
i2,-0.394776518651816,0.197464916251698,-0.53665846425642,-0.786532715660207,0.0479728571205893,-0.188586954001938
i3,0.606439375516755,0.695971027614305,-0.481954697457253,-0.112476357555988,-0.326152732386658,0.253047296263498
i4,-0.27727250620106,-0.460010700028808,-0.715502555366269,0.716105644033881,-0.819355754958962,0.441754797550108
i5,0.433782403579592,0.352236717560394,-0.782817527919743,0.353499081713769,0.30438577804565,-0.574417084332098
i6,-0.126501629298185,-0.245335198979382,-0.617436431320588,0.0476960609632413,0.318494117484053,-0.803540381022148
i7,0.798550654151062,-0.682192682826454,0.685295602246198,-0.54317315863052,0.287489023864327,-0.363463972589402
i8,0.538641116677205,-0.372599695460718,0.458987948766484,-0.959547435651435,0.0241137257550801,0.016259974128698
i9,0.335829969359467,0.839203259393391,-0.195043851347088,0.0477988541980756,-0.166031912627362,-0.214221797730929
i10,0.274840717863918,0.495073871352731,0.056770143226702,-0.224198898056522,-0.816747461416826,0.536778512910151
i11,-0.481542726521083,-0.268908185522038,-0.397272698592971,0.0048381349195472,-0.810342767181224,0.586397629854926
i12,-0.721025241962939,0.538055063994403,-0.112065429995583,-0.890415558784025,0.157361847904965,-0.640208083159081
i13,-0.194397159671222,0.237219638668258,-0.397722253769954,-0.881465694471095,0.451534407479186,-0.683016278519865
i14,0.587860512620981,0.78860035392403,-0.697678086945549,0.401270524382555,0.0603561896745521,-0.453512794239694
i15,-0.142843246923788,-0.541248611053953,-0.499700296548678,0.168149173542392,0.0476818921039368,-0.444518112229522
i16,-0.532707553134576,-0.519832091855632,-0.358618840305382,-0.0278089964639127,-0.17542938989139,-0.369880797281195
i17,-0.154029473274646,0.195094448331207,-0.99504700612026,-0.276945533291302,-0.377698570634356,0.439561764255875
i18,-0.112008170808813,0.0182312029301619,-0.0275727175216102,-0.123228529919684,0.0593239566392847,-0.497749011280444
i19,-0.498662516414572,-0.64808428330384,0.165018297684397,-0.505653627915901,0.170479520739051,-0.779950204698562
i20,0.399834638393074,-0.915716696160336,-0.0709114139693356,0.643417121241194,-0.178484522566242,-0.099368054042275
i21,-0.253538252030543,-0.413161035433557,-0.592450627799861,-0.552349168060086,0.354223928755137,-0.288376923540566
i22,0.335246340158552,-0.82028890077781,0.504172187519717,-0.477111373043502,-0.292563592309518,0.144717015249232
i23,-0.891736783230388,-0.570352689411087,-0.35502239888952,-0.316089197116307,-0.0108644258896516,-0.445412943996513
i24,-0.401001896794903,0.0508415984196882,-0.51138873115023,0.164195060442422,-0.855522013755025,0.601568041987546
i25,-0.567822576722921,0.65114613770114,-0.201101015836961,-0.446060963241139,-0.417730507508803,-0.0683085825030252
i26,-0.105490978065269,0.417424585373884,-0.0833333333333334,-0.334920917738001,-0.883534324346325,0.666399298971175
i27,-0.0271873936092604,0.507782213259805,-0.940690264369992,-0.233566788191113,-0.339769202392148,0.375718067719755
i28,0.283303341277176,-0.484884151611177,-0.593444381348981,0.590348400537266,-0.454748878139348,0.448398807509168
i29,0.458975730752395,0.981118564549981,-0.217860748312196,-0.0006578767029411,-0.257342969817575,-0.0593695377011633
i30,0.283984242011575,0.312679534137208,-0.782644015395293,-0.151167731147721,-0.12130643292477,0.178396072013093
i31,0.368805019211128,-0.390723898102803,-0.5511861947126,0.65223678079,-0.323305431866558,0.172484618630119
i32,0.5011915762852,-0.18095394872217,0.234328664269039,-0.958594885008635,0.0727637693132359,0.260493409309032
